"City","Site","Sampling_date","Country","Location.Site","Green_level","Green_area_coverage","Blue_area_coverage","Temperature","Relative_humidity","Wind_speed_10m","Trap_type","Mosquito_species","Mosquito_abundance","Biodiversity_index"
"Utrecht","Site_1",2024-04-01,"Netherlands",1,2,62.08,23.35,26.37,57.83,6.1,"HumanOdor_CO2","Aedes albopictus",30,1.00719360085787
"Nijmegen","Site_1",2024-04-01,"Netherlands",1,2,34.22,17.8,8.94,81.45,3.19,"Light_CO2","Aedes aegypti",21,1.09468016137009
"Nijmegen","Site_1",2024-04-01,"Netherlands",1,2,34.22,17.8,8.94,81.45,3.19,"Light_CO2","Culex pipiens",17,1.09468016137009
"Nijmegen","Site_1",2024-04-01,"Netherlands",1,2,34.22,17.8,8.94,81.45,3.19,"Light_CO2","Aedes albopictus",20,1.09468016137009
"Montpellier","Site_1",2024-04-01,"France",1,1,39.24,16.15,17.51,63.84,0.83,"Light_CO2","Culex pipiens",18,1.09609467973835
"Montpellier","Site_1",2024-04-01,"France",1,1,39.24,16.15,17.51,63.84,0.83,"Light_CO2","Anopheles gambiae",16,1.09609467973835
"Montpellier","Site_1",2024-04-01,"France",1,1,39.24,16.15,17.51,63.84,0.83,"Light_CO2","Aedes albopictus",19,1.09609467973835
"Barcelona","Site_1",2024-04-01,"Spain",1,1,13.05,24.47,26.69,54.69,0.78,"HumanOdor_CO2","Culex quinquefasciatus",9,0.627941568739906
"Barcelona","Site_1",2024-04-01,"Spain",1,1,13.05,24.47,26.69,54.69,0.78,"HumanOdor_CO2","Culex pipiens",19,0.627941568739906
"Rabat","Site_1",2024-04-01,"Morocco",1,3,77.2,8.74,18.27,54.86,0.69,"HumanOdor_CO2","Aedes aegypti",16,1.37055468200029
"Rabat","Site_1",2024-04-01,"Morocco",1,3,77.2,8.74,18.27,54.86,0.69,"HumanOdor_CO2","Anopheles gambiae",19,1.37055468200029
"Rabat","Site_1",2024-04-01,"Morocco",1,3,77.2,8.74,18.27,54.86,0.69,"HumanOdor_CO2","Aedes albopictus",21,1.37055468200029
"Rabat","Site_1",2024-04-01,"Morocco",1,3,77.2,8.74,18.27,54.86,0.69,"HumanOdor_CO2","Culex pipiens",13,1.37055468200029
"Casablanca","Site_1",2024-04-01,"Morocco",1,1,79.11,47.83,24.04,74.79,3.88,"Light_CO2","Culex pipiens",16,1.09572099842694
"Casablanca","Site_1",2024-04-01,"Morocco",1,1,79.11,47.83,24.04,74.79,3.88,"Light_CO2","Aedes aegypti",18,1.09572099842694
"Casablanca","Site_1",2024-04-01,"Morocco",1,1,79.11,47.83,24.04,74.79,3.88,"Light_CO2","Aedes albopictus",15,1.09572099842694
"Utrecht","Site_2",2024-04-01,"Netherlands",2,1,35.29,25.64,22.91,55.45,3.66,"HumanOdor_CO2","Aedes albopictus",12,1.35418487811623
"Utrecht","Site_2",2024-04-01,"Netherlands",2,1,35.29,25.64,22.91,55.45,3.66,"HumanOdor_CO2","Culex pipiens",17,1.35418487811623
"Utrecht","Site_2",2024-04-01,"Netherlands",2,1,35.29,25.64,22.91,55.45,3.66,"HumanOdor_CO2","Culex quinquefasciatus",17,1.35418487811623
"Utrecht","Site_2",2024-04-01,"Netherlands",2,1,35.29,25.64,22.91,55.45,3.66,"HumanOdor_CO2","Aedes aegypti",9,1.35418487811623
"Nijmegen","Site_2",2024-04-01,"Netherlands",2,1,70.07,47.19,27.54,67.47,1.17,"HumanOdor_CO2","Aedes albopictus",19,1.58549535321912
"Nijmegen","Site_2",2024-04-01,"Netherlands",2,1,70.07,47.19,27.54,67.47,1.17,"HumanOdor_CO2","Culex quinquefasciatus",10,1.58549535321912
"Nijmegen","Site_2",2024-04-01,"Netherlands",2,1,70.07,47.19,27.54,67.47,1.17,"HumanOdor_CO2","Culex pipiens",15,1.58549535321912
"Nijmegen","Site_2",2024-04-01,"Netherlands",2,1,70.07,47.19,27.54,67.47,1.17,"HumanOdor_CO2","Anopheles gambiae",12,1.58549535321912
"Nijmegen","Site_2",2024-04-01,"Netherlands",2,1,70.07,47.19,27.54,67.47,1.17,"HumanOdor_CO2","Aedes aegypti",13,1.58549535321912
"Montpellier","Site_2",2024-04-01,"France",2,1,9.75,21.59,18.45,46.25,3.08,"Light_CO2","Aedes albopictus",15,0.689009218476659
"Montpellier","Site_2",2024-04-01,"France",2,1,9.75,21.59,18.45,46.25,3.08,"Light_CO2","Aedes aegypti",18,0.689009218476659
"Barcelona","Site_2",2024-04-01,"Spain",2,3,56.3,12.59,21.71,59.08,6.41,"Light_CO2","Culex pipiens",26,1.58218550529192
"Barcelona","Site_2",2024-04-01,"Spain",2,3,56.3,12.59,21.71,59.08,6.41,"Light_CO2","Aedes albopictus",22,1.58218550529192
"Barcelona","Site_2",2024-04-01,"Spain",2,3,56.3,12.59,21.71,59.08,6.41,"Light_CO2","Anopheles gambiae",30,1.58218550529192
"Barcelona","Site_2",2024-04-01,"Spain",2,3,56.3,12.59,21.71,59.08,6.41,"Light_CO2","Aedes aegypti",37,1.58218550529192
"Barcelona","Site_2",2024-04-01,"Spain",2,3,56.3,12.59,21.71,59.08,6.41,"Light_CO2","Culex quinquefasciatus",19,1.58218550529192
"Rabat","Site_2",2024-04-01,"Morocco",2,3,56.64,28.98,23.72,67.51,0.92,"Light_CO2","Culex pipiens",28,0.692993259158876
"Rabat","Site_2",2024-04-01,"Morocco",2,3,56.64,28.98,23.72,67.51,0.92,"Light_CO2","Anopheles gambiae",29,0.692993259158876
"Casablanca","Site_2",2024-04-01,"Morocco",2,2,28.55,23.11,28.36,74.2,2.48,"HumanOdor_CO2","Culex quinquefasciatus",17,0.674895253743828
"Casablanca","Site_2",2024-04-01,"Morocco",2,2,28.55,23.11,28.36,74.2,2.48,"HumanOdor_CO2","Aedes aegypti",25,0.674895253743828
"Utrecht","Site_3",2024-04-01,"Netherlands",3,1,52.89,15.1,21.11,74.09,0.64,"HumanOdor_CO2","Aedes aegypti",8,1.35778645882815
"Utrecht","Site_3",2024-04-01,"Netherlands",3,1,52.89,15.1,21.11,74.09,0.64,"HumanOdor_CO2","Aedes albopictus",14,1.35778645882815
"Utrecht","Site_3",2024-04-01,"Netherlands",3,1,52.89,15.1,21.11,74.09,0.64,"HumanOdor_CO2","Culex pipiens",10,1.35778645882815
"Utrecht","Site_3",2024-04-01,"Netherlands",3,1,52.89,15.1,21.11,74.09,0.64,"HumanOdor_CO2","Culex quinquefasciatus",8,1.35778645882815
"Nijmegen","Site_3",2024-04-01,"Netherlands",3,2,53.09,26.98,23.45,80.55,5.83,"Light_CO2","Aedes aegypti",18,1.08968949027901
"Nijmegen","Site_3",2024-04-01,"Netherlands",3,2,53.09,26.98,23.45,80.55,5.83,"Light_CO2","Culex pipiens",15,1.08968949027901
"Nijmegen","Site_3",2024-04-01,"Netherlands",3,2,53.09,26.98,23.45,80.55,5.83,"Light_CO2","Aedes albopictus",13,1.08968949027901
"Montpellier","Site_3",2024-04-01,"France",3,2,41.97,37.3,15.29,61.3,5.86,"Light_CO2","Culex quinquefasciatus",24,0.689009218476659
"Montpellier","Site_3",2024-04-01,"France",3,2,41.97,37.3,15.29,61.3,5.86,"Light_CO2","Culex pipiens",20,0.689009218476659
"Barcelona","Site_3",2024-04-01,"Spain",3,2,69.2,9.33,25.17,63.78,5.53,"Light_CO2","Culex quinquefasciatus",19,0.690467788703203
"Barcelona","Site_3",2024-04-01,"Spain",3,2,69.2,9.33,25.17,63.78,5.53,"Light_CO2","Culex pipiens",22,0.690467788703203
"Rabat","Site_3",2024-04-01,"Morocco",3,3,15.9,38.6,23.03,42.63,6.22,"Light_CO2","Aedes albopictus",17,1.60166085672509
"Rabat","Site_3",2024-04-01,"Morocco",3,3,15.9,38.6,23.03,42.63,6.22,"Light_CO2","Culex pipiens",23,1.60166085672509
"Rabat","Site_3",2024-04-01,"Morocco",3,3,15.9,38.6,23.03,42.63,6.22,"Light_CO2","Anopheles gambiae",21,1.60166085672509
"Rabat","Site_3",2024-04-01,"Morocco",3,3,15.9,38.6,23.03,42.63,6.22,"Light_CO2","Aedes aegypti",22,1.60166085672509
"Rabat","Site_3",2024-04-01,"Morocco",3,3,15.9,38.6,23.03,42.63,6.22,"Light_CO2","Culex quinquefasciatus",25,1.60166085672509
"Casablanca","Site_3",2024-04-01,"Morocco",3,2,36.6,8.73,25.2,85.02,1.4,"Light_CO2","Aedes aegypti",17,1.05755890543038
"Casablanca","Site_3",2024-04-01,"Morocco",3,2,36.6,8.73,25.2,85.02,1.4,"Light_CO2","Culex quinquefasciatus",32,1.05755890543038
"Casablanca","Site_3",2024-04-01,"Morocco",3,2,36.6,8.73,25.2,85.02,1.4,"Light_CO2","Culex pipiens",19,1.05755890543038
"Utrecht","Site_4",2024-04-01,"Netherlands",4,3,20.06,43.23,19.95,57.18,4.12,"HumanOdor_CO2","Anopheles gambiae",14,1.57924514816908
"Utrecht","Site_4",2024-04-01,"Netherlands",4,3,20.06,43.23,19.95,57.18,4.12,"HumanOdor_CO2","Culex pipiens",12,1.57924514816908
"Utrecht","Site_4",2024-04-01,"Netherlands",4,3,20.06,43.23,19.95,57.18,4.12,"HumanOdor_CO2","Aedes albopictus",24,1.57924514816908
"Utrecht","Site_4",2024-04-01,"Netherlands",4,3,20.06,43.23,19.95,57.18,4.12,"HumanOdor_CO2","Culex quinquefasciatus",18,1.57924514816908
"Utrecht","Site_4",2024-04-01,"Netherlands",4,3,20.06,43.23,19.95,57.18,4.12,"HumanOdor_CO2","Aedes aegypti",15,1.57924514816908
"Nijmegen","Site_4",2024-04-01,"Netherlands",4,3,78.42,22.15,30.43,48.42,6.45,"HumanOdor_CO2","Culex pipiens",24,1.56811135529011
"Nijmegen","Site_4",2024-04-01,"Netherlands",4,3,78.42,22.15,30.43,48.42,6.45,"HumanOdor_CO2","Anopheles gambiae",10,1.56811135529011
"Nijmegen","Site_4",2024-04-01,"Netherlands",4,3,78.42,22.15,30.43,48.42,6.45,"HumanOdor_CO2","Culex quinquefasciatus",16,1.56811135529011
"Nijmegen","Site_4",2024-04-01,"Netherlands",4,3,78.42,22.15,30.43,48.42,6.45,"HumanOdor_CO2","Aedes aegypti",21,1.56811135529011
"Nijmegen","Site_4",2024-04-01,"Netherlands",4,3,78.42,22.15,30.43,48.42,6.45,"HumanOdor_CO2","Aedes albopictus",15,1.56811135529011
"Montpellier","Site_4",2024-04-01,"France",4,3,42.12,49.41,21.3,73.01,3.91,"HumanOdor_CO2","Anopheles gambiae",15,1.37348974656626
"Montpellier","Site_4",2024-04-01,"France",4,3,42.12,49.41,21.3,73.01,3.91,"HumanOdor_CO2","Aedes aegypti",21,1.37348974656626
"Montpellier","Site_4",2024-04-01,"France",4,3,42.12,49.41,21.3,73.01,3.91,"HumanOdor_CO2","Culex pipiens",18,1.37348974656626
"Montpellier","Site_4",2024-04-01,"France",4,3,42.12,49.41,21.3,73.01,3.91,"HumanOdor_CO2","Aedes albopictus",14,1.37348974656626
"Barcelona","Site_4",2024-04-01,"Spain",4,2,33.09,14.76,22.61,47.87,4.56,"Light_CO2","Aedes aegypti",14,1.35172104409309
"Barcelona","Site_4",2024-04-01,"Spain",4,2,33.09,14.76,22.61,47.87,4.56,"Light_CO2","Culex pipiens",17,1.35172104409309
"Barcelona","Site_4",2024-04-01,"Spain",4,2,33.09,14.76,22.61,47.87,4.56,"Light_CO2","Aedes albopictus",27,1.35172104409309
"Barcelona","Site_4",2024-04-01,"Spain",4,2,33.09,14.76,22.61,47.87,4.56,"Light_CO2","Culex quinquefasciatus",25,1.35172104409309
"Rabat","Site_4",2024-04-01,"Morocco",4,3,68.78,29.76,21.47,51.78,3.21,"Light_CO2","Culex pipiens",30,0.689009218476659
"Rabat","Site_4",2024-04-01,"Morocco",4,3,68.78,29.76,21.47,51.78,3.21,"Light_CO2","Aedes albopictus",25,0.689009218476659
"Casablanca","Site_4",2024-04-01,"Morocco",4,3,57.08,12.64,26.23,58.66,2.41,"HumanOdor_CO2","Culex pipiens",13,1.57860729260744
"Casablanca","Site_4",2024-04-01,"Morocco",4,3,57.08,12.64,26.23,58.66,2.41,"HumanOdor_CO2","Aedes albopictus",20,1.57860729260744
"Casablanca","Site_4",2024-04-01,"Morocco",4,3,57.08,12.64,26.23,58.66,2.41,"HumanOdor_CO2","Culex quinquefasciatus",14,1.57860729260744
"Casablanca","Site_4",2024-04-01,"Morocco",4,3,57.08,12.64,26.23,58.66,2.41,"HumanOdor_CO2","Aedes aegypti",22,1.57860729260744
"Casablanca","Site_4",2024-04-01,"Morocco",4,3,57.08,12.64,26.23,58.66,2.41,"HumanOdor_CO2","Anopheles gambiae",25,1.57860729260744
"Utrecht","Site_5",2024-04-01,"Netherlands",5,1,31.83,15.56,18.16,53.88,2.36,"HumanOdor_CO2","Anopheles gambiae",12,1.58549535321912
"Utrecht","Site_5",2024-04-01,"Netherlands",5,1,31.83,15.56,18.16,53.88,2.36,"HumanOdor_CO2","Aedes albopictus",15,1.58549535321912
"Utrecht","Site_5",2024-04-01,"Netherlands",5,1,31.83,15.56,18.16,53.88,2.36,"HumanOdor_CO2","Culex quinquefasciatus",13,1.58549535321912
"Utrecht","Site_5",2024-04-01,"Netherlands",5,1,31.83,15.56,18.16,53.88,2.36,"HumanOdor_CO2","Culex pipiens",19,1.58549535321912
"Utrecht","Site_5",2024-04-01,"Netherlands",5,1,31.83,15.56,18.16,53.88,2.36,"HumanOdor_CO2","Aedes aegypti",10,1.58549535321912
"Nijmegen","Site_5",2024-04-01,"Netherlands",5,3,33.02,13.62,23.01,41.52,2.16,"HumanOdor_CO2","Aedes aegypti",15,1.09398794645666
"Nijmegen","Site_5",2024-04-01,"Netherlands",5,3,33.02,13.62,23.01,41.52,2.16,"HumanOdor_CO2","Culex pipiens",19,1.09398794645666
"Nijmegen","Site_5",2024-04-01,"Netherlands",5,3,33.02,13.62,23.01,41.52,2.16,"HumanOdor_CO2","Aedes albopictus",17,1.09398794645666
"Montpellier","Site_5",2024-04-01,"France",5,1,19.38,24.52,24.87,46.05,0.99,"HumanOdor_CO2","Anopheles gambiae",14,1.60049410851538
"Montpellier","Site_5",2024-04-01,"France",5,1,19.38,24.52,24.87,46.05,0.99,"HumanOdor_CO2","Culex pipiens",16,1.60049410851538
"Montpellier","Site_5",2024-04-01,"France",5,1,19.38,24.52,24.87,46.05,0.99,"HumanOdor_CO2","Culex quinquefasciatus",15,1.60049410851538
"Montpellier","Site_5",2024-04-01,"France",5,1,19.38,24.52,24.87,46.05,0.99,"HumanOdor_CO2","Aedes albopictus",12,1.60049410851538
"Montpellier","Site_5",2024-04-01,"France",5,1,19.38,24.52,24.87,46.05,0.99,"HumanOdor_CO2","Aedes aegypti",18,1.60049410851538
"Barcelona","Site_5",2024-04-01,"Spain",5,3,63.69,8.63,15.77,41.25,2.92,"Light_CO2","Aedes albopictus",27,1.09687139409
"Barcelona","Site_5",2024-04-01,"Spain",5,3,63.69,8.63,15.77,41.25,2.92,"Light_CO2","Anopheles gambiae",28,1.09687139409
"Barcelona","Site_5",2024-04-01,"Spain",5,3,63.69,8.63,15.77,41.25,2.92,"Light_CO2","Aedes aegypti",31,1.09687139409
"Rabat","Site_5",2024-04-01,"Morocco",5,3,5.26,4.49,23.14,76.14,3.01,"Light_CO2","Anopheles gambiae",22,0.693147160559945
"Rabat","Site_5",2024-04-01,"Morocco",5,3,5.26,4.49,23.14,76.14,3.01,"Light_CO2","Culex pipiens",22,0.693147160559945
"Casablanca","Site_5",2024-04-01,"Morocco",5,2,74.83,26.47,19.03,80.08,4.74,"HumanOdor_CO2","Anopheles gambiae",18,1.05534039537056
"Casablanca","Site_5",2024-04-01,"Morocco",5,2,74.83,26.47,19.03,80.08,4.74,"HumanOdor_CO2","Aedes aegypti",21,1.05534039537056
"Casablanca","Site_5",2024-04-01,"Morocco",5,2,74.83,26.47,19.03,80.08,4.74,"HumanOdor_CO2","Culex quinquefasciatus",10,1.05534039537056
"Utrecht","Site_6",2024-04-01,"Netherlands",6,3,56.71,28.48,29.14,52.59,1.38,"HumanOdor_CO2","Aedes aegypti",20,1.09162781672434
"Utrecht","Site_6",2024-04-01,"Netherlands",6,3,56.71,28.48,29.14,52.59,1.38,"HumanOdor_CO2","Culex quinquefasciatus",17,1.09162781672434
"Utrecht","Site_6",2024-04-01,"Netherlands",6,3,56.71,28.48,29.14,52.59,1.38,"HumanOdor_CO2","Aedes albopictus",15,1.09162781672434
"Nijmegen","Site_6",2024-04-01,"Netherlands",6,3,23.96,24.87,25.52,69.54,3.32,"Light_CO2","Anopheles gambiae",29,1.09247513866342
"Nijmegen","Site_6",2024-04-01,"Netherlands",6,3,23.96,24.87,25.52,69.54,3.32,"Light_CO2","Aedes albopictus",34,1.09247513866342
"Nijmegen","Site_6",2024-04-01,"Netherlands",6,3,23.96,24.87,25.52,69.54,3.32,"Light_CO2","Culex pipiens",26,1.09247513866342
"Montpellier","Site_6",2024-04-01,"France",6,2,54.91,18.09,13.37,89.96,3.95,"Light_CO2","Culex quinquefasciatus",16,0.683988412967782
"Montpellier","Site_6",2024-04-01,"France",6,2,54.91,18.09,13.37,89.96,3.95,"Light_CO2","Aedes aegypti",21,0.683988412967782
"Barcelona","Site_6",2024-04-01,"Spain",6,2,40.76,18.77,26.6,64.5,1.29,"HumanOdor_CO2","Culex quinquefasciatus",11,0.689670908357027
"Barcelona","Site_6",2024-04-01,"Spain",6,2,40.76,18.77,26.6,64.5,1.29,"HumanOdor_CO2","Anopheles gambiae",13,0.689670908357027
"Rabat","Site_6",2024-04-01,"Morocco",6,3,72.86,33.57,23.09,82.22,5.06,"HumanOdor_CO2","Aedes albopictus",18,1.08522649772313
"Rabat","Site_6",2024-04-01,"Morocco",6,3,72.86,33.57,23.09,82.22,5.06,"HumanOdor_CO2","Culex quinquefasciatus",14,1.08522649772313
"Rabat","Site_6",2024-04-01,"Morocco",6,3,72.86,33.57,23.09,82.22,5.06,"HumanOdor_CO2","Anopheles gambiae",21,1.08522649772313
"Casablanca","Site_6",2024-04-01,"Morocco",6,1,27.91,14.5,19.19,62.31,0.53,"HumanOdor_CO2","Anopheles gambiae",12,1.0823648976334
"Casablanca","Site_6",2024-04-01,"Morocco",6,1,27.91,14.5,19.19,62.31,0.53,"HumanOdor_CO2","Culex pipiens",18,1.0823648976334
"Casablanca","Site_6",2024-04-01,"Morocco",6,1,27.91,14.5,19.19,62.31,0.53,"HumanOdor_CO2","Aedes albopictus",13,1.0823648976334
"Utrecht","Site_7",2024-04-01,"Netherlands",7,2,74.66,20.91,20.22,61.7,2.81,"Light_CO2","Aedes albopictus",18,1.35488166945464
"Utrecht","Site_7",2024-04-01,"Netherlands",7,2,74.66,20.91,20.22,61.7,2.81,"Light_CO2","Aedes aegypti",17,1.35488166945464
"Utrecht","Site_7",2024-04-01,"Netherlands",7,2,74.66,20.91,20.22,61.7,2.81,"Light_CO2","Culex pipiens",31,1.35488166945464
"Utrecht","Site_7",2024-04-01,"Netherlands",7,2,74.66,20.91,20.22,61.7,2.81,"Light_CO2","Culex quinquefasciatus",26,1.35488166945464
"Nijmegen","Site_7",2024-04-01,"Netherlands",7,2,24.58,33.07,15.64,59.03,3.78,"HumanOdor_CO2","Aedes aegypti",13,1.3535201072725
"Nijmegen","Site_7",2024-04-01,"Netherlands",7,2,24.58,33.07,15.64,59.03,3.78,"HumanOdor_CO2","Culex quinquefasciatus",20,1.3535201072725
"Nijmegen","Site_7",2024-04-01,"Netherlands",7,2,24.58,33.07,15.64,59.03,3.78,"HumanOdor_CO2","Culex pipiens",17,1.3535201072725
"Nijmegen","Site_7",2024-04-01,"Netherlands",7,2,24.58,33.07,15.64,59.03,3.78,"HumanOdor_CO2","Anopheles gambiae",10,1.3535201072725
"Montpellier","Site_7",2024-04-01,"France",7,1,38.23,6.01,23.93,65.05,6.09,"Light_CO2","Culex pipiens",16,0.692687953442475
"Montpellier","Site_7",2024-04-01,"France",7,1,38.23,6.01,23.93,65.05,6.09,"Light_CO2","Aedes aegypti",17,0.692687953442475
"Barcelona","Site_7",2024-04-01,"Spain",7,3,58.07,6.98,13.81,49.36,1.23,"Light_CO2","Aedes albopictus",28,1.08650564089816
"Barcelona","Site_7",2024-04-01,"Spain",7,3,58.07,6.98,13.81,49.36,1.23,"Light_CO2","Anopheles gambiae",26,1.08650564089816
"Barcelona","Site_7",2024-04-01,"Spain",7,3,58.07,6.98,13.81,49.36,1.23,"Light_CO2","Culex quinquefasciatus",37,1.08650564089816
"Rabat","Site_7",2024-04-01,"Morocco",7,2,72.72,26.7,21.3,51.83,6.22,"HumanOdor_CO2","Culex pipiens",8,1.34253311910759
"Rabat","Site_7",2024-04-01,"Morocco",7,2,72.72,26.7,21.3,51.83,6.22,"HumanOdor_CO2","Culex quinquefasciatus",15,1.34253311910759
"Rabat","Site_7",2024-04-01,"Morocco",7,2,72.72,26.7,21.3,51.83,6.22,"HumanOdor_CO2","Anopheles gambiae",19,1.34253311910759
"Rabat","Site_7",2024-04-01,"Morocco",7,2,72.72,26.7,21.3,51.83,6.22,"HumanOdor_CO2","Aedes albopictus",17,1.34253311910759
"Casablanca","Site_7",2024-04-01,"Morocco",7,1,43.48,36.55,24.28,71.55,3.34,"Light_CO2","Aedes albopictus",20,0.689856478589211
"Casablanca","Site_7",2024-04-01,"Morocco",7,1,43.48,36.55,24.28,71.55,3.34,"Light_CO2","Culex quinquefasciatus",17,0.689856478589211
"Utrecht","Site_8",2024-04-01,"Netherlands",8,1,42.54,6.22,22.42,70.54,5.85,"Light_CO2","Aedes albopictus",15,0.689009218476659
"Utrecht","Site_8",2024-04-01,"Netherlands",8,1,42.54,6.22,22.42,70.54,5.85,"Light_CO2","Aedes aegypti",18,0.689009218476659
"Nijmegen","Site_8",2024-04-01,"Netherlands",8,2,8.73,34.34,26.3,87.93,3.71,"Light_CO2","Anopheles gambiae",18,0.673011647009257
"Nijmegen","Site_8",2024-04-01,"Netherlands",8,2,8.73,34.34,26.3,87.93,3.71,"Light_CO2","Culex pipiens",27,0.673011647009257
"Montpellier","Site_8",2024-04-01,"France",8,2,23.7,41.13,22.25,65.15,0.97,"HumanOdor_CO2","Aedes albopictus",12,1.08840219590228
"Montpellier","Site_8",2024-04-01,"France",8,2,23.7,41.13,22.25,65.15,0.97,"HumanOdor_CO2","Culex quinquefasciatus",14,1.08840219590228
"Montpellier","Site_8",2024-04-01,"France",8,2,23.7,41.13,22.25,65.15,0.97,"HumanOdor_CO2","Culex pipiens",17,1.08840219590228
"Barcelona","Site_8",2024-04-01,"Spain",8,3,64.14,15.54,33.54,72.8,6.09,"HumanOdor_CO2","Culex pipiens",16,1.08941326607671
"Barcelona","Site_8",2024-04-01,"Spain",8,3,64.14,15.54,33.54,72.8,6.09,"HumanOdor_CO2","Anopheles gambiae",21,1.08941326607671
"Barcelona","Site_8",2024-04-01,"Spain",8,3,64.14,15.54,33.54,72.8,6.09,"HumanOdor_CO2","Aedes albopictus",22,1.08941326607671
"Rabat","Site_8",2024-04-01,"Morocco",8,3,19.86,3.62,17.7,42.09,0.87,"HumanOdor_CO2","Aedes albopictus",12,1.33491658796062
"Rabat","Site_8",2024-04-01,"Morocco",8,3,19.86,3.62,17.7,42.09,0.87,"HumanOdor_CO2","Aedes aegypti",30,1.33491658796062
"Rabat","Site_8",2024-04-01,"Morocco",8,3,19.86,3.62,17.7,42.09,0.87,"HumanOdor_CO2","Anopheles gambiae",25,1.33491658796062
"Rabat","Site_8",2024-04-01,"Morocco",8,3,19.86,3.62,17.7,42.09,0.87,"HumanOdor_CO2","Culex pipiens",19,1.33491658796062
"Casablanca","Site_8",2024-04-01,"Morocco",8,3,71.08,3.22,29.7,89.53,2.92,"HumanOdor_CO2","Anopheles gambiae",19,1.5985020161787
"Casablanca","Site_8",2024-04-01,"Morocco",8,3,71.08,3.22,29.7,89.53,2.92,"HumanOdor_CO2","Culex pipiens",19,1.5985020161787
"Casablanca","Site_8",2024-04-01,"Morocco",8,3,71.08,3.22,29.7,89.53,2.92,"HumanOdor_CO2","Aedes albopictus",26,1.5985020161787
"Casablanca","Site_8",2024-04-01,"Morocco",8,3,71.08,3.22,29.7,89.53,2.92,"HumanOdor_CO2","Culex quinquefasciatus",17,1.5985020161787
"Casablanca","Site_8",2024-04-01,"Morocco",8,3,71.08,3.22,29.7,89.53,2.92,"HumanOdor_CO2","Aedes aegypti",20,1.5985020161787
"Utrecht","Site_9",2024-04-01,"Netherlands",9,3,32.32,23.29,13.93,41.63,3.68,"HumanOdor_CO2","Aedes albopictus",13,1.08665069463883
"Utrecht","Site_9",2024-04-01,"Netherlands",9,3,32.32,23.29,13.93,41.63,3.68,"HumanOdor_CO2","Aedes aegypti",17,1.08665069463883
"Utrecht","Site_9",2024-04-01,"Netherlands",9,3,32.32,23.29,13.93,41.63,3.68,"HumanOdor_CO2","Culex quinquefasciatus",19,1.08665069463883
"Nijmegen","Site_9",2024-04-01,"Netherlands",9,1,25.25,24.01,16.61,45.45,3.23,"HumanOdor_CO2","Aedes aegypti",19,1.31798224451582
"Nijmegen","Site_9",2024-04-01,"Netherlands",9,1,25.25,24.01,16.61,45.45,3.23,"HumanOdor_CO2","Culex quinquefasciatus",19,1.31798224451582
"Nijmegen","Site_9",2024-04-01,"Netherlands",9,1,25.25,24.01,16.61,45.45,3.23,"HumanOdor_CO2","Culex pipiens",7,1.31798224451582
"Nijmegen","Site_9",2024-04-01,"Netherlands",9,1,25.25,24.01,16.61,45.45,3.23,"HumanOdor_CO2","Aedes albopictus",12,1.31798224451582
"Montpellier","Site_9",2024-04-01,"France",9,3,49.25,34.47,17.49,76.31,3.88,"HumanOdor_CO2","Culex quinquefasciatus",13,1.09232858275448
"Montpellier","Site_9",2024-04-01,"France",9,3,49.25,34.47,17.49,76.31,3.88,"HumanOdor_CO2","Aedes aegypti",17,1.09232858275448
"Montpellier","Site_9",2024-04-01,"France",9,3,49.25,34.47,17.49,76.31,3.88,"HumanOdor_CO2","Anopheles gambiae",16,1.09232858275448
"Barcelona","Site_9",2024-04-01,"Spain",9,1,17.41,4.09,14.39,58.46,5.31,"HumanOdor_CO2","Culex quinquefasciatus",9,1.55845094534253
"Barcelona","Site_9",2024-04-01,"Spain",9,1,17.41,4.09,14.39,58.46,5.31,"HumanOdor_CO2","Aedes aegypti",19,1.55845094534253
"Barcelona","Site_9",2024-04-01,"Spain",9,1,17.41,4.09,14.39,58.46,5.31,"HumanOdor_CO2","Culex pipiens",11,1.55845094534253
"Barcelona","Site_9",2024-04-01,"Spain",9,1,17.41,4.09,14.39,58.46,5.31,"HumanOdor_CO2","Aedes albopictus",9,1.55845094534253
"Barcelona","Site_9",2024-04-01,"Spain",9,1,17.41,4.09,14.39,58.46,5.31,"HumanOdor_CO2","Anopheles gambiae",17,1.55845094534253
"Rabat","Site_9",2024-04-01,"Morocco",9,1,41.68,5.09,29.42,40.51,5,"Light_CO2","Aedes albopictus",18,1.09654636953805
"Rabat","Site_9",2024-04-01,"Morocco",9,1,41.68,5.09,29.42,40.51,5,"Light_CO2","Culex quinquefasciatus",21,1.09654636953805
"Rabat","Site_9",2024-04-01,"Morocco",9,1,41.68,5.09,29.42,40.51,5,"Light_CO2","Anopheles gambiae",19,1.09654636953805
"Casablanca","Site_9",2024-04-01,"Morocco",9,2,77.25,33.09,27.17,60.73,1.53,"Light_CO2","Culex quinquefasciatus",25,0.668857042374027
"Casablanca","Site_9",2024-04-01,"Morocco",9,2,77.25,33.09,27.17,60.73,1.53,"Light_CO2","Anopheles gambiae",16,0.668857042374027
"Utrecht","Site_1",2024-05-01,"Netherlands",1,1,48.47,46.12,28.86,57.59,0.93,"Light_CO2","Culex pipiens",18,1.08000038807637
